Track_Name,Artist_Name,Genre,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
Track_262,Shreya Ghoshal,Electronic,0.87,0.38,-35.14,1.0,0.96,0.93,0.83,0.28,174
Track_263,Ed Sheeran,Jazz,0.88,0.9,-3.85,0.19,0.7,0.33,0.31,0.38,98
Track_264,Neha Kakkar,Pop,0.43,0.83,-32.58,0.15,0.21,0.14,0.41,0.37,60
Track_265,The Weeknd,Hip-Hop,0.57,0.8,-42.58,0.1,0.02,0.24,0.35,0.24,100
Track_266,Atif Aslam,Hip-Hop,0.55,0.65,-26.28,0.58,0.48,0.78,0.12,0.43,147
Track_267,Arijit Singh,Classical,0.37,0.4,-53.28,0.63,0.51,0.97,0.04,0.47,157
Track_268,Atif Aslam,Rock,0.52,0.54,-23.43,0.37,0.24,0.47,0.72,0.74,147
Track_269,Arijit Singh,Hip-Hop,0.24,0.83,-25.89,0.54,0.12,0.31,0.65,0.77,138
Track_270,Taylor Swift,Hip-Hop,0.42,0.23,-12.48,0.79,0.59,0.43,0.28,0.16,200
Track_271,Atif Aslam,Jazz,0.85,0.83,-0.8,0.82,0.76,0.3,0.3,0.59,130
Track_272,Adele,Jazz,0.43,0.39,-44.95,0.96,0.99,0.26,0.95,0.9,196
Track_273,Adele,Electronic,0.85,0.32,-29.42,0.82,0.76,0.59,0.99,0.11,158
Track_274,Justin Bieber,Bollywood,0.63,0.29,-5.47,0.56,0.79,0.02,0.47,0.47,146
Track_275,Neha Kakkar,Bollywood,0.9,0.22,-12.89,0.18,0.62,0.26,0.8,0.75,60
Track_276,Arijit Singh,Pop,0.66,0.62,-30.76,0.1,0.99,0.66,0.74,0.61,171
Track_277,Arijit Singh,Bollywood,0.22,0.37,-3.28,0.05,0.64,0.03,0.3,0.1,133
Track_278,Neha Kakkar,Classical,0.74,0.99,-56.57,0.67,0.86,0.08,0.06,0.4,124
Track_279,Ed Sheeran,Pop,0.24,0.66,-4.14,0.81,0.95,0.29,0.14,0.51,128
Track_280,Justin Bieber,Electronic,0.56,0.31,-56.97,0.51,0.93,0.88,0.84,1.0,126
Track_281,Ed Sheeran,Jazz,0.94,0.75,-27.16,0.05,0.38,0.76,0.73,0.18,109
Track_282,Ed Sheeran,Bollywood,0.33,0.92,-6.57,0.54,0.08,0.02,0.66,0.98,117
Track_283,Ed Sheeran,Rock,0.51,0.8,-44.24,0.94,0.17,0.5,0.13,0.38,112
Track_284,Neha Kakkar,Jazz,0.78,0.26,-31.67,0.6,0.06,0.27,0.64,0.2,150
Track_285,Ed Sheeran,Classical,0.91,0.92,-40.54,0.81,0.11,0.65,0.77,0.41,174
Track_286,Adele,Jazz,0.74,0.84,-2.87,0.8,0.18,0.72,0.86,0.61,177
Track_287,Shreya Ghoshal,Classical,0.41,0.33,-10.58,0.93,0.34,0.86,0.01,0.21,116
Track_288,Taylor Swift,Classical,0.74,0.24,-17.46,0.77,0.54,0.48,0.68,0.29,145
Track_289,Arijit Singh,Classical,0.44,0.65,-24.74,0.75,0.71,0.99,0.02,0.85,77
Track_290,Arijit Singh,Electronic,0.77,0.32,-10.76,0.23,0.21,0.98,0.71,1.0,75
Track_291,Taylor Swift,Classical,0.96,0.87,-36.46,0.06,0.67,0.88,0.64,0.32,189
Track_292,Neha Kakkar,Classical,0.78,0.49,-33.15,0.52,0.7,0.57,0.15,0.15,72
Track_293,Atif Aslam,Rock,0.89,0.93,-16.2,0.12,0.56,0.4,0.77,0.79,139
Track_294,Neha Kakkar,Pop,0.2,0.65,-38.53,0.96,0.9,0.36,0.07,0.6,102
Track_295,Arijit Singh,Hip-Hop,0.77,0.35,-56.17,0.29,0.11,0.01,0.83,0.1,113
Track_296,Arijit Singh,Pop,0.86,0.31,-55.54,0.85,0.18,0.25,0.26,0.95,196
Track_297,Taylor Swift,Classical,0.23,0.66,-53.08,0.39,0.43,0.72,0.69,0.08,132
Track_298,Ed Sheeran,Rock,0.9,0.81,-7.82,0.32,0.13,0.6,0.92,0.63,107
Track_299,Neha Kakkar,Jazz,0.41,0.83,-31.67,0.94,0.57,0.92,0.34,0.42,77
Track_300,The Weeknd,Rock,0.73,0.42,-17.23,0.36,0.4,0.05,0.5,0.56,70
Track_301,Taylor Swift,Classical,0.84,0.36,-36.43,0.39,0.28,0.16,0.46,0.21,143
Track_302,Adele,Rock,0.73,0.21,-44.48,0.11,0.17,0.79,0.16,0.69,78
Track_303,Arijit Singh,Bollywood,0.27,0.74,-39.17,0.67,0.34,0.36,0.59,0.96,159
Track_304,Taylor Swift,Rock,0.68,0.26,-12.35,0.29,0.61,0.12,0.74,0.46,175
Track_305,Neha Kakkar,Classical,0.64,0.54,-22.49,0.59,0.58,1.0,0.92,0.52,149
Track_306,Arijit Singh,Electronic,0.92,0.68,-3.74,0.59,0.16,0.79,0.85,0.24,133
Track_307,Atif Aslam,Bollywood,0.52,0.95,-19.22,0.72,0.12,0.41,0.51,0.89,83
Track_308,Taylor Swift,Rock,0.46,0.45,-25.79,0.75,0.03,0.82,0.72,0.97,72
Track_309,Justin Bieber,Hip-Hop,0.8,0.4,-23.39,0.51,0.01,0.68,0.8,0.79,184
Track_310,Arijit Singh,Hip-Hop,0.53,0.72,-3.46,0.33,0.88,0.79,0.49,0.54,175
Track_311,Neha Kakkar,Rock,0.72,0.7,-12.71,0.84,0.05,0.82,0.12,0.96,130
Track_312,Shreya Ghoshal,Electronic,0.72,0.47,-58.56,0.31,0.73,0.08,0.44,0.15,185
Track_313,The Weeknd,Jazz,0.91,0.94,-27.95,0.51,0.87,0.62,0.84,0.48,178
Track_314,Imagine Dragons,Classical,0.68,0.88,-18.7,0.4,0.1,0.01,0.6,0.54,150
Track_315,Ed Sheeran,Hip-Hop,0.6,0.38,-15.08,0.86,0.44,0.04,0.72,0.49,144
Track_316,Imagine Dragons,Jazz,0.31,0.39,-47.21,0.43,0.96,0.9,0.19,0.8,167
Track_317,Neha Kakkar,Rock,0.29,0.61,-7.97,0.39,0.83,0.53,0.96,0.67,186
Track_318,Adele,Jazz,0.32,0.82,-2.65,0.69,0.49,0.74,0.4,0.13,180
Track_319,Adele,Bollywood,0.34,0.24,-45.8,0.6,0.76,0.84,0.65,0.35,188
Track_320,Shreya Ghoshal,Pop,0.71,0.75,-7.04,0.11,0.83,0.95,0.02,0.34,65
Track_321,Ed Sheeran,Hip-Hop,0.79,0.72,-54.18,0.51,0.35,0.87,0.13,0.57,137
Track_322,Justin Bieber,Rock,0.62,0.39,-56.66,0.74,0.89,0.48,0.78,0.29,97
Track_323,Shreya Ghoshal,Classical,0.86,0.75,-52.25,0.99,0.47,0.34,0.97,0.12,175
Track_324,Imagine Dragons,Electronic,0.99,0.95,-56.54,0.63,0.53,0.15,0.32,0.65,161
Track_325,Shreya Ghoshal,Bollywood,0.86,0.24,-9.3,0.37,1.0,0.4,0.04,0.85,67
Track_326,Imagine Dragons,Rock,0.76,0.46,-56.46,0.23,0.84,0.37,0.36,0.93,137
Track_327,Arijit Singh,Classical,0.63,0.55,-43.7,0.87,0.36,0.56,0.02,0.97,171
Track_328,Adele,Electronic,0.56,0.92,-53.77,0.81,0.01,0.67,0.19,0.78,114
Track_329,Arijit Singh,Electronic,0.27,0.97,-42.27,0.23,0.63,0.98,0.75,0.14,107
Track_330,The Weeknd,Rock,0.52,0.56,-54.57,0.2,0.7,0.73,0.94,0.85,147
Track_331,Ed Sheeran,Bollywood,0.93,0.8,-19.92,0.72,0.65,0.64,0.09,0.4,69
Track_332,Justin Bieber,Jazz,0.85,0.63,-52.0,0.31,0.97,0.34,0.56,0.73,111
Track_333,Imagine Dragons,Jazz,0.37,0.63,-8.89,0.31,0.86,0.03,0.25,0.53,93
Track_334,Justin Bieber,Electronic,0.57,0.42,-10.97,0.15,0.45,0.29,0.14,0.83,120
Track_335,Imagine Dragons,Jazz,0.85,0.37,-59.18,0.26,0.06,0.77,0.22,0.43,138
Track_336,Neha Kakkar,Pop,0.25,0.43,-6.26,0.43,0.48,0.21,0.58,0.06,77
Track_337,Shreya Ghoshal,Electronic,0.51,0.65,-58.26,0.73,0.69,0.71,0.07,0.56,130
Track_338,The Weeknd,Electronic,0.88,0.22,-45.62,0.34,0.61,0.58,0.43,0.17,145
Track_339,Adele,Classical,0.52,0.93,-58.06,0.33,0.54,0.17,0.14,0.97,91
Track_340,Imagine Dragons,Jazz,0.26,0.33,-39.85,0.28,0.47,0.26,0.27,0.53,102
Track_341,Justin Bieber,Bollywood,0.63,0.38,-29.17,0.48,0.29,0.5,0.19,0.55,142
Track_342,The Weeknd,Electronic,0.89,0.61,-12.2,0.18,0.28,0.42,0.88,0.91,128
Track_343,Atif Aslam,Bollywood,0.67,0.77,-39.72,0.49,0.5,0.78,0.71,0.62,109
Track_344,Atif Aslam,Pop,0.38,0.28,-17.67,0.7,0.16,0.73,0.87,0.3,71
Track_345,Arijit Singh,Classical,0.51,0.45,-48.75,0.03,0.34,0.57,0.38,0.3,144
Track_346,Adele,Rock,0.56,0.97,-14.96,0.01,0.32,0.82,0.31,0.5,182
Track_347,Neha Kakkar,Bollywood,0.66,0.41,-45.84,0.08,0.59,0.56,0.38,0.87,117
Track_348,Justin Bieber,Electronic,0.81,0.45,-51.39,0.54,0.07,0.96,0.02,0.79,142
Track_349,Shreya Ghoshal,Pop,0.28,0.87,-48.88,0.85,0.83,0.22,0.72,0.96,171
Track_350,Shreya Ghoshal,Hip-Hop,0.91,0.24,-49.08,0.0,0.56,0.71,0.35,0.07,187
Track_351,Justin Bieber,Pop,0.21,0.57,-29.23,0.94,0.67,0.37,0.31,0.27,95
Track_352,Ed Sheeran,Pop,0.5,0.5,-9.31,0.11,0.7,0.28,0.6,0.08,113
Track_353,Neha Kakkar,Classical,0.22,0.45,-55.22,0.84,0.29,0.18,0.44,0.75,106
Track_354,The Weeknd,Rock,0.51,0.43,-17.58,0.48,0.47,0.55,0.98,0.14,174
Track_355,Imagine Dragons,Hip-Hop,0.62,0.27,-20.74,0.66,0.96,0.22,0.36,0.1,183
Track_356,Ed Sheeran,Jazz,0.61,0.45,-7.65,0.51,0.77,0.2,0.61,0.56,155
Track_357,Imagine Dragons,Jazz,0.33,0.23,-45.35,0.48,0.97,0.99,0.31,0.41,166
Track_358,Imagine Dragons,Bollywood,0.72,0.82,-32.99,0.83,0.75,0.8,0.99,0.72,179
Track_359,Ed Sheeran,Pop,0.24,0.52,-4.45,0.76,0.18,0.75,0.45,0.49,160
Track_360,Arijit Singh,Classical,0.81,0.56,-20.4,0.48,0.06,0.79,0.63,0.43,162
Track_361,Atif Aslam,Classical,0.96,0.91,-36.67,0.11,0.58,0.97,0.13,0.43,91
Track_362,Imagine Dragons,Jazz,0.47,0.73,-52.12,0.12,0.36,0.57,0.73,0.87,125
Track_363,Ed Sheeran,Bollywood,0.61,0.21,-44.25,0.8,0.28,0.22,0.27,0.4,70
Track_364,Ed Sheeran,Bollywood,0.5,0.95,-25.13,0.53,0.81,0.86,0.45,0.33,96
Track_365,Taylor Swift,Bollywood,0.21,0.39,-16.91,0.48,0.37,0.74,0.88,0.34,161
Track_366,Arijit Singh,Hip-Hop,0.51,0.29,-52.53,0.68,0.32,0.41,0.97,0.2,108
Track_367,Adele,Rock,0.83,0.81,-24.02,0.86,0.85,0.47,0.42,0.86,78
Track_368,Taylor Swift,Hip-Hop,0.68,0.6,-26.98,0.63,0.85,0.41,0.83,0.15,66
Track_369,Taylor Swift,Electronic,0.28,0.55,-29.16,0.76,0.36,0.93,0.05,0.91,192
Track_370,Justin Bieber,Electronic,0.88,0.4,-18.59,0.77,0.83,0.34,0.85,0.28,101
Track_371,Atif Aslam,Rock,0.62,0.64,-9.75,0.36,0.85,0.96,0.63,0.9,147
Track_372,Ed Sheeran,Jazz,0.87,0.42,-40.62,0.27,0.42,0.91,0.49,0.79,194
Track_373,Atif Aslam,Rock,0.66,0.92,-6.66,0.8,0.07,0.63,0.89,0.58,70
Track_374,Neha Kakkar,Classical,0.65,0.37,-50.36,0.38,0.0,0.58,0.85,0.67,100
Track_375,Justin Bieber,Electronic,0.28,0.91,-49.62,0.9,0.52,0.37,0.3,0.33,62
Track_376,Adele,Pop,0.33,0.65,-43.99,0.07,0.34,0.02,0.79,0.57,99
Track_377,Atif Aslam,Pop,0.98,0.86,-52.83,0.06,1.0,0.13,0.1,0.29,110
Track_378,Shreya Ghoshal,Jazz,0.38,0.77,-46.18,0.93,0.77,0.75,0.82,0.4,91
Track_379,Imagine Dragons,Classical,0.98,0.76,-53.62,0.65,0.76,0.47,0.68,0.76,107
Track_380,Neha Kakkar,Hip-Hop,0.63,0.46,-10.69,0.38,0.96,0.15,0.09,0.24,130
Track_381,Arijit Singh,Classical,0.31,0.39,-51.66,0.76,0.89,0.26,0.68,0.84,148
Track_382,Adele,Pop,0.28,0.37,-15.16,0.67,0.32,0.95,0.58,0.38,168
Track_383,Neha Kakkar,Pop,0.37,0.89,-57.13,0.53,0.17,0.37,0.59,0.53,94
Track_384,Imagine Dragons,Electronic,0.94,0.86,-3.09,0.1,0.75,0.91,0.29,0.94,167
Track_385,Justin Bieber,Classical,0.53,0.55,-17.33,0.81,0.38,0.3,0.27,0.68,99
Track_386,Imagine Dragons,Classical,0.52,0.31,-59.59,0.87,0.47,0.54,0.76,0.65,111
Track_387,Taylor Swift,Pop,0.45,0.51,-14.17,0.17,0.63,0.02,0.26,0.71,171
Track_388,Imagine Dragons,Hip-Hop,0.32,0.7,-29.16,0.85,0.91,0.52,0.45,0.92,98
Track_389,Taylor Swift,Jazz,0.59,0.56,-13.24,0.88,0.42,0.64,0.69,0.25,127
Track_390,Justin Bieber,Bollywood,0.3,0.82,-28.65,0.55,0.78,0.23,0.08,0.61,135
Track_391,The Weeknd,Jazz,0.87,1.0,-21.54,0.66,0.27,0.58,0.59,0.4,124
Track_392,Taylor Swift,Classical,0.5,0.35,-12.82,0.38,0.7,0.65,0.59,0.01,121
Track_393,Arijit Singh,Jazz,0.5,0.57,-35.69,0.28,0.0,0.69,0.68,0.13,61
Track_394,Imagine Dragons,Pop,0.58,0.54,-59.84,0.72,0.87,0.78,0.37,0.32,193
Track_395,Imagine Dragons,Pop,0.56,0.44,-9.0,0.86,0.03,0.31,0.45,0.56,181
Track_396,Arijit Singh,Classical,1.0,0.36,-37.15,0.65,0.71,0.57,0.33,0.88,134
Track_397,Shreya Ghoshal,Classical,0.64,0.25,-30.24,0.51,0.05,0.98,0.81,0.79,99
Track_398,Ed Sheeran,Bollywood,0.27,0.91,-59.53,0.16,0.27,0.9,0.13,0.55,148
Track_399,The Weeknd,Bollywood,0.69,0.54,-30.47,0.05,0.5,0.95,0.96,0.07,87
Track_400,Adele,Electronic,0.32,0.6,-0.81,0.45,0.42,0.39,0.63,0.29,139
Track_401,Taylor Swift,Classical,0.22,0.93,-43.3,0.05,0.19,0.79,0.89,0.37,122
Track_402,Arijit Singh,Hip-Hop,0.98,0.82,-36.27,0.57,0.33,0.62,0.43,0.62,199
Track_403,Justin Bieber,Jazz,0.82,0.3,-18.77,0.38,0.73,0.08,0.33,0.06,100
Track_404,Taylor Swift,Classical,0.98,0.65,-11.11,0.76,0.67,0.82,0.9,0.53,88
Track_405,Ed Sheeran,Rock,0.58,0.55,-34.96,0.31,0.07,0.68,0.1,0.9,82
Track_406,Justin Bieber,Electronic,0.63,0.84,-41.42,0.59,0.75,0.2,0.12,0.71,139
Track_407,Neha Kakkar,Rock,0.33,0.78,-3.73,0.54,0.05,0.08,0.3,0.8,110
Track_408,Imagine Dragons,Pop,0.4,0.75,-19.37,0.0,0.54,0.84,0.96,0.68,171
Track_409,Neha Kakkar,Bollywood,0.87,0.47,-52.86,0.07,0.26,0.08,0.63,0.21,164
Track_410,Taylor Swift,Jazz,0.48,0.84,-55.86,0.29,0.59,0.09,0.55,0.11,104
Track_411,Ed Sheeran,Classical,0.86,0.24,-30.99,0.88,0.26,0.43,0.71,0.83,149
Track_412,The Weeknd,Rock,0.77,0.33,-46.79,0.15,0.98,0.13,0.42,0.7,197
Track_413,Taylor Swift,Jazz,0.34,0.47,-44.76,0.71,0.31,0.91,0.76,0.58,194
Track_414,Arijit Singh,Pop,0.61,0.26,-7.34,0.97,0.24,0.47,0.39,0.19,148
Track_415,Atif Aslam,Bollywood,0.74,0.39,-54.63,0.79,0.28,0.57,0.83,0.6,74
Track_416,Taylor Swift,Hip-Hop,0.39,0.86,-17.08,0.24,0.9,0.93,0.27,0.03,136
Track_417,Imagine Dragons,Electronic,0.86,0.96,-43.73,0.91,0.64,0.53,0.28,0.12,165
Track_418,Imagine Dragons,Jazz,0.64,0.44,-14.38,0.09,0.73,0.35,0.52,0.31,149
Track_419,Taylor Swift,Jazz,0.33,0.41,-16.66,0.47,0.92,0.8,0.43,0.44,146
Track_420,Justin Bieber,Hip-Hop,0.67,0.42,-59.56,0.89,0.91,0.44,0.65,0.12,120
Track_421,Atif Aslam,Jazz,1.0,0.42,-29.45,0.64,0.74,0.32,0.36,0.12,167
Track_422,Arijit Singh,Pop,0.32,0.23,-51.64,0.41,0.2,0.72,0.23,0.73,120
Track_423,Taylor Swift,Pop,0.85,0.94,-8.03,0.29,0.84,0.8,0.47,0.57,110
Track_424,Justin Bieber,Hip-Hop,0.37,0.37,-7.7,0.38,0.2,0.79,0.56,0.53,71
Track_425,Imagine Dragons,Electronic,0.83,0.54,-34.9,0.51,0.74,0.98,0.14,0.45,136
Track_426,Imagine Dragons,Classical,0.79,0.21,-33.34,0.32,0.69,0.79,0.56,0.98,171
Track_427,Ed Sheeran,Rock,0.44,0.89,-41.8,0.97,0.76,0.77,0.32,0.05,125
Track_428,Taylor Swift,Classical,0.46,0.78,-17.0,0.93,0.53,0.86,0.39,0.18,174
Track_429,Atif Aslam,Jazz,0.83,0.96,-38.48,0.87,0.64,0.0,0.28,0.65,89
Track_430,Shreya Ghoshal,Rock,0.57,0.83,-43.93,0.42,0.95,0.36,0.93,0.14,164
Track_431,Atif Aslam,Hip-Hop,0.78,0.45,-34.07,0.69,0.1,0.74,0.68,0.59,90
Track_432,Imagine Dragons,Hip-Hop,0.32,0.4,-54.51,0.9,0.31,0.6,0.26,0.57,72
Track_433,Imagine Dragons,Electronic,0.88,0.76,-15.2,0.85,0.61,0.18,0.65,0.97,187
Track_434,Neha Kakkar,Rock,0.77,0.49,-59.24,0.41,0.96,0.3,0.85,0.88,160
Track_435,Imagine Dragons,Pop,0.93,0.65,-21.33,0.11,0.1,0.34,0.4,0.95,126
Track_436,Arijit Singh,Rock,0.31,0.21,-49.03,0.08,0.02,0.57,0.83,0.11,139
Track_437,Adele,Jazz,0.67,0.25,-46.06,0.58,0.06,0.83,0.15,0.87,162
Track_438,Taylor Swift,Pop,0.68,0.63,-21.86,0.64,0.05,0.93,0.82,0.13,78
Track_439,Atif Aslam,Bollywood,0.48,0.65,-0.42,0.85,0.91,0.75,0.54,0.63,91
Track_440,Adele,Bollywood,0.57,0.8,-13.34,0.29,0.72,0.84,0.22,0.72,124
Track_441,Justin Bieber,Bollywood,0.23,0.31,-46.45,0.17,0.68,0.47,0.41,0.16,86
Track_442,Shreya Ghoshal,Hip-Hop,0.8,0.61,-49.44,0.38,0.52,0.39,0.99,0.63,106
Track_443,Arijit Singh,Rock,0.64,0.36,-8.03,0.35,0.78,0.39,0.78,0.05,71
Track_444,Atif Aslam,Bollywood,0.25,0.27,-33.35,0.13,0.16,0.62,0.58,0.29,144
Track_445,Adele,Classical,0.74,0.53,-51.78,0.67,0.39,0.12,0.12,0.92,125
Track_446,Shreya Ghoshal,Electronic,0.57,0.33,-8.27,0.51,0.49,0.58,0.42,0.17,192
Track_447,Neha Kakkar,Classical,0.23,0.38,-11.03,0.72,0.11,0.67,0.26,0.07,196
Track_448,Arijit Singh,Bollywood,0.98,0.45,-0.97,0.35,0.42,0.44,0.07,0.44,169
Track_449,Arijit Singh,Electronic,0.96,0.41,-5.42,0.33,0.32,0.95,0.54,0.85,141
Track_450,Neha Kakkar,Jazz,0.61,0.27,-8.89,0.47,0.04,0.61,0.89,0.08,184
Track_451,Taylor Swift,Classical,0.27,0.27,-56.85,0.88,0.14,0.22,0.68,0.36,122
Track_452,Neha Kakkar,Rock,0.8,0.35,-53.74,0.04,0.76,0.48,0.25,0.9,131
Track_453,Arijit Singh,Rock,0.59,0.24,-25.86,0.8,0.02,0.68,0.57,0.12,157
Track_454,Arijit Singh,Classical,0.44,0.7,-28.11,0.37,0.93,0.32,0.94,0.31,132
Track_455,Adele,Bollywood,0.59,0.43,-32.52,0.85,0.09,0.08,0.72,0.78,130
Track_456,Imagine Dragons,Rock,0.62,0.42,-36.19,0.8,0.8,0.58,0.69,0.54,89
Track_457,Shreya Ghoshal,Jazz,0.65,0.47,-34.13,0.35,0.9,0.95,0.97,0.83,184
Track_458,Neha Kakkar,Pop,0.55,0.73,-25.84,0.69,0.94,0.49,0.8,0.11,75
Track_459,Shreya Ghoshal,Bollywood,0.68,0.9,-59.88,0.16,0.87,0.91,0.14,0.92,192
Track_460,Neha Kakkar,Jazz,0.93,0.81,-44.36,0.9,0.29,0.84,0.35,0.93,106
Track_461,Justin Bieber,Electronic,0.49,0.78,-28.9,0.4,0.33,0.15,0.97,0.16,160
Track_462,Arijit Singh,Jazz,0.78,0.59,-16.67,0.46,0.43,0.71,0.49,0.03,166
Track_463,Imagine Dragons,Bollywood,0.92,0.76,-49.55,0.71,0.14,0.44,0.11,0.99,185
Track_464,Adele,Electronic,0.56,0.64,-27.19,0.82,0.02,0.25,0.46,0.48,81
Track_465,Imagine Dragons,Bollywood,0.55,0.37,-17.13,0.24,0.87,0.69,0.7,0.57,142
Track_466,Imagine Dragons,Rock,0.68,0.37,-33.32,0.66,0.55,0.74,1.0,0.62,119
Track_467,Imagine Dragons,Pop,0.67,0.44,-58.38,0.39,0.61,0.18,0.32,0.79,117
Track_468,Shreya Ghoshal,Bollywood,0.85,0.93,-33.04,0.37,0.93,0.91,0.51,0.81,62
Track_469,Neha Kakkar,Bollywood,0.58,0.64,-42.21,0.69,0.67,0.75,0.88,0.19,104
Track_470,The Weeknd,Rock,1.0,0.79,-4.22,0.39,0.69,0.93,0.36,0.24,109
Track_471,Justin Bieber,Hip-Hop,0.25,0.48,-52.52,0.35,0.79,0.32,0.11,0.88,61
Track_472,Atif Aslam,Rock,0.2,0.53,-20.85,0.84,0.12,0.94,0.95,0.82,74
Track_473,Imagine Dragons,Electronic,0.71,0.3,-56.84,0.1,0.36,0.37,0.49,0.62,155
Track_474,Taylor Swift,Rock,0.44,0.34,-33.23,0.68,0.97,0.05,0.5,0.99,144
Track_475,Shreya Ghoshal,Rock,0.39,0.86,-26.76,0.25,0.92,0.76,0.62,0.74,170
Track_476,Adele,Pop,0.45,0.67,-42.12,0.02,0.88,0.7,0.0,0.22,82
Track_477,Atif Aslam,Rock,0.4,0.47,-32.7,0.17,0.45,0.6,0.93,0.85,158
Track_478,The Weeknd,Bollywood,0.22,0.84,-50.19,0.61,0.86,0.49,0.36,0.41,96
Track_479,Taylor Swift,Pop,0.98,0.4,-41.75,0.71,0.05,0.03,0.4,0.04,166
Track_480,The Weeknd,Classical,0.38,0.98,-22.73,0.02,0.15,0.62,0.17,0.32,100
Track_481,Atif Aslam,Hip-Hop,0.79,0.48,-41.89,0.04,0.41,0.42,0.38,0.76,116
Track_482,Imagine Dragons,Pop,0.81,0.47,-6.02,0.9,0.48,0.56,0.8,0.96,156
Track_483,Taylor Swift,Electronic,0.94,0.45,-22.3,0.07,0.26,0.43,0.8,0.28,84
Track_484,The Weeknd,Classical,0.22,0.3,-33.68,0.89,0.36,0.97,0.94,0.25,169
Track_485,Adele,Pop,0.9,0.29,-57.67,0.23,0.16,0.6,0.4,0.56,96
Track_486,Neha Kakkar,Pop,0.62,0.72,-30.03,0.74,0.49,0.75,0.71,0.81,99
Track_487,Arijit Singh,Hip-Hop,0.71,0.9,-14.11,0.31,0.79,0.94,0.51,0.75,144
Track_488,Neha Kakkar,Bollywood,0.72,0.83,-44.07,0.86,0.66,0.59,0.8,0.56,105
Track_489,Atif Aslam,Electronic,0.86,0.31,-11.59,0.7,0.11,0.01,0.71,0.63,161
Track_490,Shreya Ghoshal,Jazz,0.47,0.64,-44.89,0.4,0.49,0.03,0.37,0.24,157
Track_491,Arijit Singh,Jazz,0.79,0.28,-10.58,0.08,0.7,0.7,0.34,0.43,78
Track_492,Justin Bieber,Pop,0.62,0.24,-54.88,0.73,0.53,0.28,0.25,0.26,150
Track_493,Adele,Rock,0.83,0.73,-8.03,0.62,0.39,0.58,0.58,0.88,196
Track_494,Justin Bieber,Electronic,0.99,0.63,-30.05,0.0,0.62,0.2,0.96,0.11,128
Track_495,Taylor Swift,Classical,0.36,0.27,-42.21,0.01,0.97,0.27,0.2,0.68,64
Track_496,Arijit Singh,Rock,1.0,0.23,-44.09,0.81,0.09,0.5,0.1,0.26,107
Track_497,Justin Bieber,Rock,0.27,0.99,-34.08,0.26,0.39,0.98,0.12,0.48,171
Track_498,Justin Bieber,Electronic,0.2,0.22,-0.06,0.64,0.41,0.62,0.78,0.3,77
Track_499,The Weeknd,Bollywood,0.24,0.56,-46.78,0.45,0.58,0.94,0.35,0.32,90
Track_500,Neha Kakkar,Pop,0.47,0.6,-53.81,0.86,0.15,0.96,0.22,0.26,188
Track_501,The Weeknd,Pop,0.71,0.29,-24.9,0.92,0.18,0.21,0.35,0.75,190
Track_502,Arijit Singh,Pop,0.26,0.34,-30.69,1.0,0.29,0.31,0.65,0.37,84
Track_503,Arijit Singh,Pop,0.2,0.48,-28.55,0.15,0.96,0.77,0.55,0.73,67
Track_504,Atif Aslam,Jazz,0.95,0.81,-19.98,0.86,0.73,0.87,0.74,0.46,121
Track_505,The Weeknd,Pop,0.86,0.61,-43.97,0.27,0.66,0.52,0.34,0.55,194
Track_506,Ed Sheeran,Jazz,0.85,0.71,-5.36,0.59,0.82,0.99,0.45,0.54,66
Track_507,Neha Kakkar,Jazz,0.91,0.99,-33.86,0.51,0.13,0.01,0.1,0.98,195
Track_508,Arijit Singh,Bollywood,0.76,0.81,-52.25,0.02,0.86,0.3,0.07,0.37,78
Track_509,Atif Aslam,Pop,0.28,0.55,-15.46,0.93,0.59,0.62,0.46,0.21,198
Track_510,The Weeknd,Hip-Hop,0.52,0.56,-21.41,0.08,0.34,0.47,0.3,0.91,170
Track_511,Neha Kakkar,Classical,0.78,0.7,-41.06,0.69,0.82,0.12,0.61,0.17,70
Track_512,The Weeknd,Rock,0.42,0.73,-22.71,0.79,0.8,0.37,0.04,0.83,100
Track_513,Justin Bieber,Jazz,0.75,0.6,-46.81,0.8,0.85,0.03,0.12,0.15,173
Track_514,Atif Aslam,Electronic,0.22,0.72,-33.31,0.14,0.12,0.64,0.87,0.66,151
Track_515,Neha Kakkar,Electronic,0.44,0.22,-6.04,0.45,0.97,0.89,0.57,0.15,134
Track_516,Imagine Dragons,Classical,0.64,0.54,-51.99,0.83,0.96,0.88,0.71,0.92,126
Track_517,Taylor Swift,Electronic,0.71,0.42,-36.8,0.3,0.36,0.7,0.84,0.57,64
Track_518,Taylor Swift,Hip-Hop,0.66,0.3,-10.73,0.47,0.07,0.47,0.46,0.33,175
Track_519,Neha Kakkar,Electronic,0.76,0.28,-1.83,0.27,0.17,0.51,0.76,0.14,177
Track_520,The Weeknd,Rock,0.2,0.68,-32.76,0.46,0.99,0.14,0.52,0.37,70
Track_521,Atif Aslam,Rock,0.28,0.62,-29.58,0.89,0.56,0.34,0.22,0.71,103
Track_522,Taylor Swift,Jazz,0.9,0.4,-25.67,0.46,0.36,0.19,0.34,0.38,136
Track_523,Atif Aslam,Pop,0.75,0.58,-4.06,0.56,0.29,0.82,0.49,0.25,177
